,ID,Name,Report,Date,Year,Version,Link
10,REPO,INNOVATIVE DESIGNS INC,"Annual Report - DECEMBER 31, 2012",04/04/2019,2019,7,https://www.otcmarkets.com/otcapi/company/financial-report/215657/content
11,REPO,INNOVATIVE DESIGNS INC,"Annual Report - DECEMBER 31, 2011",04/04/2019,2019,8,https://www.otcmarkets.com/otcapi/company/financial-report/215656/content
0,CCWF,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/01/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/326441/content
1,CCWF,INNOVATIVE DESIGNS INC,"Attorney Letter with Respect to Current Information - Annual Reports for Periods Ending 12/31/2019 and 12/31/2020, and the Quarterly Reports for the Period Ending 3/31/2021 and 6/30/2021",09/22/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/303746/content
2,CCWF,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/19/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/302956/content
3,CCWF,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/19/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/302955/content
4,CCWF,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/28/2012,2012,1,https://www.otcmarkets.com/otcapi/company/financial-report/76111/content
5,CCWF,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/13/2011,2011,1,https://www.otcmarkets.com/otcapi/company/financial-report/47802/content
6,CCWF,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/05/2010,2010,1,https://www.otcmarkets.com/otcapi/company/financial-report/31615/content
7,CCWF,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/05/2010,2010,2,https://www.otcmarkets.com/otcapi/company/financial-report/31611/content
8,CCWF,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/05/2010,2010,3,https://www.otcmarkets.com/otcapi/company/financial-report/31604/content
9,CCWF,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,02/14/2007,2007,1,https://www.otcmarkets.com/otcapi/company/financial-report/9916/content
10,CCWF,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,01/11/2006,2006,1,https://www.otcmarkets.com/otcapi/company/financial-report/6280/content
11,CCWF,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/10/2005,2005,1,https://www.otcmarkets.com/otcapi/company/financial-report/2799/content
12,CCWF,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/10/2005,2005,2,https://www.otcmarkets.com/otcapi/company/financial-report/2801/content
0,VOHO,INNOVATIVE DESIGNS INC,"Annual Report - Consolidated Annual Financial Report For the Year Ended June 30, 2022",10/27/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/349897/content
1,VOHO,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/12/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/301700/content
2,VOHO,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/09/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/301474/content
3,VOHO,INNOVATIVE DESIGNS INC,Annual Report - 2021 Annual Report,09/09/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/301472/content
0,CRVYF,INNOVATIVE DESIGNS INC,Annual Report - Annual Consolidated Financial Statements- Year End December 2011,04/27/2012,2012,1,https://www.otcmarkets.com/otcapi/company/financial-report/79611/content
1,CRVYF,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Financial Statements,04/18/2011,2011,1,https://www.otcmarkets.com/otcapi/company/financial-report/48044/content
2,CRVYF,INNOVATIVE DESIGNS INC,"Annual Report - Audited Annual Financial Statements- April 30,2010",10/18/2010,2010,1,https://www.otcmarkets.com/otcapi/company/financial-report/37586/content
3,CRVYF,INNOVATIVE DESIGNS INC,"Annual Report - Audited Annual Financial Statements- April 30,2009",10/18/2010,2010,2,https://www.otcmarkets.com/otcapi/company/financial-report/37549/content
0,NSPT,INNOVATIVE DESIGNS INC,Annual Report - Amended,03/15/2023,2023,1,https://www.otcmarkets.com/otcapi/company/financial-report/361516/content
1,NSPT,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,02/13/2023,2023,2,https://www.otcmarkets.com/otcapi/company/financial-report/359035/content
2,NSPT,INNOVATIVE DESIGNS INC,Annual Report - all periods from 12/31/2020 through 12/31/2021,03/19/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/324068/content
3,NSPT,INNOVATIVE DESIGNS INC,"Attorney Letter with Respect to Current Information - Annual Reports for periods ending December 31, 2019, and December 31, 2020",09/17/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/302737/content
4,NSPT,INNOVATIVE DESIGNS INC,Annual Report - Annual Report 2020,09/16/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/302363/content
5,NSPT,INNOVATIVE DESIGNS INC,Annual Report - Annual Report 2019,09/16/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/302362/content
0,NILA,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report for Period Ending April 30,2022",09/12/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/346617/content
1,NILA,INNOVATIVE DESIGNS INC,"Annual Report - Annual Disclosure Statement with Respect to Period Ending April 30, 2021",08/13/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/295749/content
2,NILA,INNOVATIVE DESIGNS INC,"Annual Report - Annual Disclosure Statement Period End Date April 30,2020",08/08/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/294502/content
0,VNTA,INNOVATIVE DESIGNS INC,Annual Report - Ventana Biotech 2022 Annual Report,03/21/2023,2023,1,https://www.otcmarkets.com/otcapi/company/financial-report/362119/content
1,VNTA,INNOVATIVE DESIGNS INC,"Annual Report - Year Ended December 31, 2021",01/24/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/318263/content
2,VNTA,INNOVATIVE DESIGNS INC,"Annual Report - December 31, 2019 Annual Report",11/02/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/309094/content
3,VNTA,INNOVATIVE DESIGNS INC,"Annual Report - December 31, 2020 Annual Report",11/02/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/309093/content
4,VNTA,INNOVATIVE DESIGNS INC,"Annual Report - Financial Statements December 31, 2019",09/23/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/303791/content
5,VNTA,INNOVATIVE DESIGNS INC,"Annual Report - Financial Statements December 31, 2020",09/23/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/303789/content
6,VNTA,INNOVATIVE DESIGNS INC,"Annual Report - Unaudited Financial Statements for the Years Ended April 30, 2009 and 2008",06/10/2009,2009,1,https://www.otcmarkets.com/otcapi/company/financial-report/21725/content
0,ESYL,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/20/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/328216/content
1,ESYL,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/24/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/284794/content
2,ESYL,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/31/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/276553/content
3,ESYL,INNOVATIVE DESIGNS INC,Annual Report - Amended annual report 12-31-2018,04/17/2019,2019,1,https://www.otcmarkets.com/otcapi/company/financial-report/216952/content
4,ESYL,INNOVATIVE DESIGNS INC,Annual Report - Annual financial statements ending 12-31-2018,04/01/2019,2019,2,https://www.otcmarkets.com/otcapi/company/financial-report/215226/content
5,ESYL,INNOVATIVE DESIGNS INC,Annual Report - Annual financial statements ending 12-31-2016,12/04/2018,2018,1,https://www.otcmarkets.com/otcapi/company/financial-report/208475/content
6,ESYL,INNOVATIVE DESIGNS INC,Annual Report - Amended Annual report ending 12-31-2017,11/08/2018,2018,2,https://www.otcmarkets.com/otcapi/company/financial-report/205986/content
7,ESYL,INNOVATIVE DESIGNS INC,Annual Report - Amended Annual report ending 12-31-2016,11/08/2018,2018,3,https://www.otcmarkets.com/otcapi/company/financial-report/205985/content
8,ESYL,INNOVATIVE DESIGNS INC,Annual Report - Annual financial statements ending 12-31-2017,09/13/2018,2018,4,https://www.otcmarkets.com/otcapi/company/financial-report/202531/content
9,ESYL,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/04/2012,2012,1,https://www.otcmarkets.com/otcapi/company/financial-report/77309/content
10,ESYL,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/10/2011,2011,1,https://www.otcmarkets.com/otcapi/company/financial-report/45593/content
11,ESYL,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/02/2010,2010,1,https://www.otcmarkets.com/otcapi/company/financial-report/29633/content
12,ESYL,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,02/23/2009,2009,1,https://www.otcmarkets.com/otcapi/company/financial-report/19624/content
0,FMBV,INNOVATIVE DESIGNS INC,Annual Report - Continuing Disclosure Obligations,02/28/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/321812/content
1,FMBV,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Financial Statements,02/28/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/321811/content
2,FMBV,INNOVATIVE DESIGNS INC,Annual Report - Continuing Disclosure Obligations,10/15/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/306805/content
3,FMBV,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Financial Statements,10/15/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/306804/content
4,FMBV,INNOVATIVE DESIGNS INC,Annual Report - Continuing Disclosure Obligations,10/14/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/306599/content
5,FMBV,INNOVATIVE DESIGNS INC,Annual Report - Continuing Disclosure Obligations,09/30/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/305295/content
6,FMBV,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Financial Statements,09/26/2021,2021,5,https://www.otcmarkets.com/otcapi/company/financial-report/304493/content
7,FMBV,INNOVATIVE DESIGNS INC,Annual Report - Continuing Disclosure Obligations,09/26/2021,2021,6,https://www.otcmarkets.com/otcapi/company/financial-report/304485/content
8,FMBV,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Financial Statements,09/26/2021,2021,7,https://www.otcmarkets.com/otcapi/company/financial-report/304484/content
9,FMBV,INNOVATIVE DESIGNS INC,Annual Report - Continuing Disclosure Obligations,09/26/2021,2021,8,https://www.otcmarkets.com/otcapi/company/financial-report/304477/content
10,FMBV,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Financial Statements,09/26/2021,2021,9,https://www.otcmarkets.com/otcapi/company/financial-report/304476/content
11,FMBV,INNOVATIVE DESIGNS INC,Annual Report - Annual Report & Continuing Disclosure Obligations,04/02/2012,2012,1,https://www.otcmarkets.com/otcapi/company/financial-report/76884/content
12,FMBV,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/02/2012,2012,2,https://www.otcmarkets.com/otcapi/company/financial-report/76882/content
13,FMBV,INNOVATIVE DESIGNS INC,Annual Report - Restated,05/11/2011,2011,1,https://www.otcmarkets.com/otcapi/company/financial-report/50523/content
14,FMBV,INNOVATIVE DESIGNS INC,Annual Report - Annual Report & Continuing Disclosure Obligations,03/30/2011,2011,2,https://www.otcmarkets.com/otcapi/company/financial-report/46667/content
15,FMBV,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/30/2011,2011,3,https://www.otcmarkets.com/otcapi/company/financial-report/46666/content
16,FMBV,INNOVATIVE DESIGNS INC,Attorney Letter with Respect to Current Information - Opinion - Legal Counsel - Annual Report FPE 12/31/09,05/13/2010,2010,1,https://www.otcmarkets.com/otcapi/company/financial-report/31832/content
17,FMBV,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report - Period Ended December 31, 2009",05/11/2010,2010,2,https://www.otcmarkets.com/otcapi/company/financial-report/31776/content
18,FMBV,INNOVATIVE DESIGNS INC,Annual Report - FMBV Statement of Financial Condition and Notes,03/30/2010,2010,3,https://www.otcmarkets.com/otcapi/company/financial-report/30317/content
19,FMBV,INNOVATIVE DESIGNS INC,Annual Report - Fiscal Year Ending December 2008 - All Operational Statements,01/05/2010,2010,4,https://www.otcmarkets.com/otcapi/company/financial-report/23511/content
20,FMBV,INNOVATIVE DESIGNS INC,Annual Report - Statement of Change in Shareholders Equity,08/18/2009,2009,1,https://www.otcmarkets.com/otcapi/company/financial-report/23474/content
0,ENGT,INNOVATIVE DESIGNS INC,Annual Report - 2021 Financial Statements and Notes to Financial Statements,03/30/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/325520/content
1,ENGT,INNOVATIVE DESIGNS INC,Annual Report - ENGT 2020 Financial Statements and Notes to Financials,09/21/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/303349/content
0,CMOT,INNOVATIVE DESIGNS INC,Annual Report - Amended Annual Disclosure Statement,07/27/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/340464/content
1,CMOT,INNOVATIVE DESIGNS INC,Annual Report - 2021-22 Annual Report,07/14/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/339640/content
2,CMOT,INNOVATIVE DESIGNS INC,Annual Report - 3/31/21 Amended Annual Disclosure Statement,02/08/2022,2022,3,https://www.otcmarkets.com/otcapi/company/financial-report/319712/content
3,CMOT,INNOVATIVE DESIGNS INC,Annual Report - 3/31/20 Amended Annual Disclosure Statement,02/08/2022,2022,4,https://www.otcmarkets.com/otcapi/company/financial-report/319711/content
4,CMOT,INNOVATIVE DESIGNS INC,Annual Report - Annual Report - 3/31/21 Amended Annual Disclosure Statement,11/02/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/309271/content
5,CMOT,INNOVATIVE DESIGNS INC,Annual Report - 3/31/20 and 3/31/21 Audited Financial Statements (Corrected),09/16/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/302562/content
6,CMOT,INNOVATIVE DESIGNS INC,Annual Report - 3/31/21 Amended Annual Disclosure Statement,09/08/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/301303/content
7,CMOT,INNOVATIVE DESIGNS INC,Annual Report - 3/31/20 Amended Annual Disclosure Statement,09/08/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/301301/content
8,CMOT,INNOVATIVE DESIGNS INC,Annual Report - 3/31/21 Annual Disclosure Statement,08/25/2021,2021,5,https://www.otcmarkets.com/otcapi/company/financial-report/298619/content
9,CMOT,INNOVATIVE DESIGNS INC,Annual Report - 3/31/20 Annual Disclosure Statement,08/25/2021,2021,6,https://www.otcmarkets.com/otcapi/company/financial-report/298618/content
10,CMOT,INNOVATIVE DESIGNS INC,Annual Report - 3/31/20 and 3/31/21 Audited Financial Statements,08/25/2021,2021,7,https://www.otcmarkets.com/otcapi/company/financial-report/298616/content
0,AMCY,INNOVATIVE DESIGNS INC,Annual Report - 2021 Annual Report,03/31/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/325813/content
1,AMCY,INNOVATIVE DESIGNS INC,"Annual Report - ACS Global, Inc. Annual Report for the period ending December 31, 2020",09/15/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/302317/content
2,AMCY,INNOVATIVE DESIGNS INC,"Annual Report - ACS Global, Inc Annual Report for the period ended December 31, 2019",09/15/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/302316/content
0,EQLB,INNOVATIVE DESIGNS INC,Annual Report - Disclosure,03/23/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/324505/content
1,EQLB,INNOVATIVE DESIGNS INC,Annual Report - Financials,03/23/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/324502/content
2,EQLB,INNOVATIVE DESIGNS INC,Annual Report - ANNUAL REPORT,03/11/2022,2022,3,https://www.otcmarkets.com/otcapi/company/financial-report/323379/content
3,EQLB,INNOVATIVE DESIGNS INC,Annual Report - Disclosure,09/26/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/304380/content
4,EQLB,INNOVATIVE DESIGNS INC,Annual Report - Financials,09/26/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/304379/content
5,EQLB,INNOVATIVE DESIGNS INC,Annual Report - Disclosure,04/13/2020,2020,1,https://www.otcmarkets.com/otcapi/company/financial-report/243821/content
6,EQLB,INNOVATIVE DESIGNS INC,Annual Report - Financials,03/23/2020,2020,2,https://www.otcmarkets.com/otcapi/company/financial-report/242212/content
7,EQLB,INNOVATIVE DESIGNS INC,Annual Report - Disclosure,03/23/2020,2020,3,https://www.otcmarkets.com/otcapi/company/financial-report/242211/content
8,EQLB,INNOVATIVE DESIGNS INC,Annual Report - Disclosure,03/15/2019,2019,1,https://www.otcmarkets.com/otcapi/company/financial-report/213606/content
9,EQLB,INNOVATIVE DESIGNS INC,Annual Report - financials,03/15/2019,2019,2,https://www.otcmarkets.com/otcapi/company/financial-report/213604/content
10,EQLB,INNOVATIVE DESIGNS INC,Annual Report - Disclosure,05/07/2018,2018,1,https://www.otcmarkets.com/otcapi/company/financial-report/192519/content
11,EQLB,INNOVATIVE DESIGNS INC,Annual Report - Financials,05/07/2018,2018,2,https://www.otcmarkets.com/otcapi/company/financial-report/192518/content
12,EQLB,INNOVATIVE DESIGNS INC,Annual Report - Financials,10/23/2017,2017,1,https://www.otcmarkets.com/otcapi/company/financial-report/181059/content
13,EQLB,INNOVATIVE DESIGNS INC,Annual Report - Disclosure,10/23/2017,2017,2,https://www.otcmarkets.com/otcapi/company/financial-report/181058/content
14,EQLB,INNOVATIVE DESIGNS INC,Annual Report - Financials,04/01/2016,2016,1,https://www.otcmarkets.com/otcapi/company/financial-report/152454/content
15,EQLB,INNOVATIVE DESIGNS INC,Annual Report - Financials,03/30/2016,2016,2,https://www.otcmarkets.com/otcapi/company/financial-report/152190/content
16,EQLB,INNOVATIVE DESIGNS INC,Annual Report - disclosure,03/30/2016,2016,3,https://www.otcmarkets.com/otcapi/company/financial-report/152186/content
17,EQLB,INNOVATIVE DESIGNS INC,Annual Report - Amended Disclosure,05/22/2015,2015,1,https://www.otcmarkets.com/otcapi/company/financial-report/139018/content
18,EQLB,INNOVATIVE DESIGNS INC,Annual Report - Unaudited Financials YE 2014 and 2013,02/11/2015,2015,2,https://www.otcmarkets.com/otcapi/company/financial-report/132716/content
19,EQLB,INNOVATIVE DESIGNS INC,Annual Report - Annual Disclosure Document,02/11/2015,2015,3,https://www.otcmarkets.com/otcapi/company/financial-report/132715/content
20,EQLB,INNOVATIVE DESIGNS INC,Semi-Annual Report - Disclosure Document,09/17/2014,2014,1,https://www.otcmarkets.com/otcapi/company/financial-report/126642/content
21,EQLB,INNOVATIVE DESIGNS INC,Annual Report - Annual Disclosure Document,09/17/2014,2014,2,https://www.otcmarkets.com/otcapi/company/financial-report/126641/content
22,EQLB,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/12/2014,2014,3,https://www.otcmarkets.com/otcapi/company/financial-report/126418/content
23,EQLB,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/03/2014,2014,4,https://www.otcmarkets.com/otcapi/company/financial-report/126063/content
24,EQLB,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/03/2014,2014,5,https://www.otcmarkets.com/otcapi/company/financial-report/126062/content
25,EQLB,INNOVATIVE DESIGNS INC,Annual Report - EQ Labs 2009 Annual Report,10/11/2010,2010,1,https://www.otcmarkets.com/otcapi/company/financial-report/37348/content
26,EQLB,INNOVATIVE DESIGNS INC,Annual Report - For the Years Ended 2007 and 2008,09/09/2009,2009,1,https://www.otcmarkets.com/otcapi/company/financial-report/24103/content
0,BSTK,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/07/2023,2023,1,https://www.otcmarkets.com/otcapi/company/financial-report/360971/content
1,BSTK,INNOVATIVE DESIGNS INC,"Annual Report - December 31,2021",01/17/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/317660/content
2,BSTK,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/08/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/301215/content
3,BSTK,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/08/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/301214/content
4,BSTK,INNOVATIVE DESIGNS INC,Annual Report - stockholders equity/notes to financial statement,08/12/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/295619/content
5,BSTK,INNOVATIVE DESIGNS INC,Annual Report - STATEMENT OF INCOME,08/12/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/295571/content
6,BSTK,INNOVATIVE DESIGNS INC,Annual Report - BALANCE SHEET,08/12/2021,2021,5,https://www.otcmarkets.com/otcapi/company/financial-report/295570/content
7,BSTK,INNOVATIVE DESIGNS INC,Annual Report - statement of cash flow,08/12/2021,2021,6,https://www.otcmarkets.com/otcapi/company/financial-report/295569/content
8,BSTK,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,06/07/2021,2021,7,https://www.otcmarkets.com/otcapi/company/financial-report/287151/content
9,BSTK,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,02/11/2016,2016,1,https://www.otcmarkets.com/otcapi/company/financial-report/150490/content
10,BSTK,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/27/2015,2015,1,https://www.otcmarkets.com/otcapi/company/financial-report/139121/content
11,BSTK,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/10/2014,2014,1,https://www.otcmarkets.com/otcapi/company/financial-report/117122/content
12,BSTK,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,01/23/2013,2013,1,https://www.otcmarkets.com/otcapi/company/financial-report/98267/content
13,BSTK,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/09/2012,2012,1,https://www.otcmarkets.com/otcapi/company/financial-report/80896/content
14,BSTK,INNOVATIVE DESIGNS INC,Annual Report - bALANCE SHEET,07/20/2011,2011,1,https://www.otcmarkets.com/otcapi/company/financial-report/56088/content
0,IFUS,INNOVATIVE DESIGNS INC,"Annual Report - Impact Fusion International, Inc",12/29/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/356176/content
1,IFUS,INNOVATIVE DESIGNS INC,Annual Report - Impact Fusion International IFUS 2021 Annual,12/20/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/315911/content
2,IFUS,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/13/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/301813/content
3,IFUS,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/13/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/301812/content
4,IFUS,INNOVATIVE DESIGNS INC,Attorney Letter with Respect to Current Information - Annual Report 2009,01/30/2010,2010,1,https://www.otcmarkets.com/otcapi/company/financial-report/28431/content
5,IFUS,INNOVATIVE DESIGNS INC,Annual Report - 2009,01/28/2010,2010,2,https://www.otcmarkets.com/otcapi/company/financial-report/28265/content
6,IFUS,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,07/31/2009,2009,1,https://www.otcmarkets.com/otcapi/company/financial-report/22797/content
7,IFUS,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,07/31/2009,2009,2,https://www.otcmarkets.com/otcapi/company/financial-report/22796/content
8,IFUS,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/24/2007,2007,1,https://www.otcmarkets.com/otcapi/company/financial-report/10788/content
9,IFUS,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,10/13/2006,2006,1,https://www.otcmarkets.com/otcapi/company/financial-report/8987/content
0,TAER,INNOVATIVE DESIGNS INC,Semi-Annual Report - Tarsier Ltd Nov 30 2022 Disclosue,12/30/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/356274/content
1,TAER,INNOVATIVE DESIGNS INC,Semi-Annual Report - Tarsier Ltd Nov 30 2022 Financials,12/29/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/356193/content
2,TAER,INNOVATIVE DESIGNS INC,Annual Report - Tarsier Disclosures May 31 2022,09/22/2022,2022,3,https://www.otcmarkets.com/otcapi/company/financial-report/347310/content
3,TAER,INNOVATIVE DESIGNS INC,Annual Report - Tarsier Financials Year End May 2022,09/21/2022,2022,4,https://www.otcmarkets.com/otcapi/company/financial-report/347192/content
4,TAER,INNOVATIVE DESIGNS INC,Annual Report - Bloomsmore Group Ltd Financials Years Ended 2021 & 2020,11/23/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/313006/content
5,TAER,INNOVATIVE DESIGNS INC,Annual Report - Annual Financials Report 2020 2021 - Revised,10/07/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/305993/content
6,TAER,INNOVATIVE DESIGNS INC,Annual Report - Annual Disclosure for year end May 31 2021,09/21/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/303422/content
7,TAER,INNOVATIVE DESIGNS INC,Annual Report - Annual Disclosure for year end May 31 2020,09/21/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/303421/content
8,TAER,INNOVATIVE DESIGNS INC,Annual Report - Annual Report for the Years ending 2020 and 2021,09/21/2021,2021,5,https://www.otcmarkets.com/otcapi/company/financial-report/303369/content
9,TAER,INNOVATIVE DESIGNS INC,Annual Report - Annual Financials for Years Ending 2020 and 2021,09/21/2021,2021,6,https://www.otcmarkets.com/otcapi/company/financial-report/303366/content
0,BICB,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/21/2023,2023,1,https://www.otcmarkets.com/otcapi/company/financial-report/362128/content
1,BICB,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/27/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/329386/content
2,BICB,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/27/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/329382/content
3,BICB,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/09/2022,2022,3,https://www.otcmarkets.com/otcapi/company/financial-report/323143/content
4,BICB,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/15/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/302294/content
5,BICB,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,12/02/2016,2016,1,https://www.otcmarkets.com/otcapi/company/financial-report/163811/content
0,AFOM,INNOVATIVE DESIGNS INC,Annual Report - ALL FOR ONE MEDIA CORP. 10K,02/15/2019,2019,1,https://www.otcmarkets.com/otcapi/company/financial-report/212026/content
1,AFOM,INNOVATIVE DESIGNS INC,Annual Report - All For One Media Fiscal Year 2016 Unaudited Financial Results,12/29/2016,2016,1,https://www.otcmarkets.com/otcapi/company/financial-report/164575/content
2,AFOM,INNOVATIVE DESIGNS INC,Supplemental Information - Annual Report,12/29/2015,2015,1,https://www.otcmarkets.com/otcapi/company/financial-report/149193/content
3,AFOM,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,12/29/2015,2015,2,https://www.otcmarkets.com/otcapi/company/financial-report/149191/content
4,AFOM,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,12/30/2014,2014,1,https://www.otcmarkets.com/otcapi/company/financial-report/131256/content
5,AFOM,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/12/2014,2014,2,https://www.otcmarkets.com/otcapi/company/financial-report/117195/content
6,AFOM,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/12/2014,2014,3,https://www.otcmarkets.com/otcapi/company/financial-report/117194/content
